thetaL, thetaR, a, b
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
4.613833, 4.090609, 12.000000, 13.000000
5.023253, 3.992218, 12.000000, 15.000000
5.295390, 3.970573, 12.000000, 14.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.442682, 4.095501, 11.000000, 13.000000
5.029619, 4.147431, 11.000000, 13.000000
5.374686, 3.996444, 11.000000, 13.000000
5.374686, 3.996444, 11.000000, 13.000000
5.374686, 3.996444, 11.000000, 13.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.641843, 4.247298, 10.000000, 11.000000
5.532887, 4.355323, 11.000000, 12.000000
5.532887, 4.355323, 11.000000, 12.000000
5.532887, 4.355323, 11.000000, 12.000000
5.532887, 4.355323, 11.000000, 12.000000
5.532887, 4.355323, 11.000000, 12.000000
5.605366, 3.932699, 11.000000, 13.000000
5.605366, 3.932699, 11.000000, 13.000000
5.605366, 3.932699, 11.000000, 13.000000
5.605366, 3.932699, 11.000000, 13.000000
5.605366, 3.932699, 11.000000, 13.000000
5.195428, 3.791564, 13.000000, 14.000000
5.195428, 3.791564, 13.000000, 14.000000
5.195428, 3.791564, 13.000000, 14.000000
5.195428, 3.791564, 13.000000, 14.000000
5.195428, 3.791564, 13.000000, 14.000000
5.195428, 3.791564, 13.000000, 14.000000
5.195428, 3.791564, 13.000000, 14.000000
5.658485, 3.592979, 15.000000, 16.000000
5.658485, 3.592979, 15.000000, 16.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
5.851895, 3.767129, 16.000000, 17.000000
6.200130, 3.123973, 17.000000, 19.000000
6.200130, 3.123973, 17.000000, 19.000000
6.209895, 3.033526, 14.000000, 19.000000
6.692936, 3.421621, 13.000000, 18.000000
6.674643, 3.162868, 13.000000, 19.000000
6.674643, 3.162868, 13.000000, 19.000000
6.674643, 3.162868, 13.000000, 19.000000
6.674643, 3.162868, 13.000000, 19.000000
6.674643, 3.162868, 13.000000, 19.000000
7.210952, 2.898677, 13.000000, 18.000000
7.210952, 2.898677, 13.000000, 18.000000
7.210952, 2.898677, 13.000000, 18.000000
7.210952, 2.898677, 13.000000, 18.000000
7.210952, 2.898677, 13.000000, 18.000000
7.218956, 2.821590, 14.000000, 17.000000
7.444444, 2.915696, 13.000000, 14.000000
7.444444, 2.915696, 13.000000, 14.000000
7.444444, 2.915696, 13.000000, 14.000000
7.444444, 2.915696, 13.000000, 14.000000
7.444444, 2.915696, 13.000000, 14.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.321945, 2.583641, 16.000000, 17.000000
7.025171, 2.612198, 16.000000, 18.000000
7.025171, 2.612198, 16.000000, 18.000000
7.025171, 2.612198, 16.000000, 18.000000
7.025171, 2.612198, 16.000000, 18.000000
6.604263, 2.533810, 17.000000, 20.000000
6.604263, 2.533810, 17.000000, 20.000000
6.604263, 2.533810, 17.000000, 20.000000
6.604263, 2.533810, 17.000000, 20.000000
6.599061, 2.507673, 19.000000, 21.000000
6.171639, 2.593188, 18.000000, 20.000000
6.171639, 2.593188, 18.000000, 20.000000
6.171639, 2.593188, 18.000000, 20.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.317092, 2.377607, 18.000000, 19.000000
6.028072, 2.144116, 16.000000, 19.000000
6.028072, 2.144116, 16.000000, 19.000000
6.028072, 2.144116, 16.000000, 19.000000
6.158598, 2.205267, 15.000000, 19.000000
6.158598, 2.205267, 15.000000, 19.000000
6.158598, 2.205267, 15.000000, 19.000000
6.158598, 2.205267, 15.000000, 19.000000
6.158598, 2.205267, 15.000000, 19.000000
6.247276, 2.313271, 17.000000, 22.000000
6.247276, 2.313271, 17.000000, 22.000000
6.316406, 2.615023, 13.000000, 21.000000
5.977760, 3.110703, 12.000000, 19.000000
5.977760, 3.110703, 12.000000, 19.000000
5.977760, 3.110703, 12.000000, 19.000000
6.081037, 2.814740, 13.000000, 21.000000
6.081037, 2.814740, 13.000000, 21.000000
6.435024, 3.135129, 12.000000, 21.000000
6.435024, 3.135129, 12.000000, 21.000000
6.518470, 3.325763, 12.000000, 21.000000
6.518470, 3.325763, 12.000000, 21.000000
6.518470, 3.325763, 12.000000, 21.000000
6.824445, 2.782155, 10.000000, 19.000000
6.672308, 3.188776, 11.000000, 16.000000
6.866776, 3.079615, 13.000000, 15.000000
6.866776, 3.079615, 13.000000, 15.000000
6.866776, 3.079615, 13.000000, 15.000000
6.866776, 3.079615, 13.000000, 15.000000
6.701929, 2.933699, 14.000000, 18.000000
6.731689, 3.025079, 14.000000, 18.000000
6.697922, 3.263454, 15.000000, 19.000000
6.697922, 3.263454, 15.000000, 19.000000
6.697922, 3.263454, 15.000000, 19.000000
6.855176, 3.382058, 16.000000, 20.000000
7.363454, 3.181640, 15.000000, 18.000000
7.207951, 3.028525, 15.000000, 19.000000
7.207951, 3.028525, 15.000000, 19.000000
7.207951, 3.028525, 15.000000, 19.000000
7.050928, 3.265826, 16.000000, 19.000000
7.050928, 3.265826, 16.000000, 19.000000
7.050928, 3.265826, 16.000000, 19.000000
7.050928, 3.265826, 16.000000, 19.000000
7.050928, 3.265826, 16.000000, 19.000000
7.130889, 3.194004, 17.000000, 20.000000
6.919872, 2.889522, 18.000000, 19.000000
6.742358, 3.000933, 18.000000, 19.000000
6.742358, 3.000933, 18.000000, 19.000000
6.941674, 3.154572, 16.000000, 17.000000
7.030121, 3.065476, 16.000000, 18.000000
7.030121, 3.065476, 16.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.918132, 3.019477, 17.000000, 18.000000
6.730490, 3.205758, 17.000000, 18.000000
6.730490, 3.205758, 17.000000, 18.000000
6.730490, 3.205758, 17.000000, 18.000000
6.730490, 3.205758, 17.000000, 18.000000
6.730490, 3.205758, 17.000000, 18.000000
6.730490, 3.205758, 17.000000, 18.000000
6.730490, 3.205758, 17.000000, 18.000000
6.385569, 3.124661, 17.000000, 18.000000
6.385569, 3.124661, 17.000000, 18.000000
6.385569, 3.124661, 17.000000, 18.000000
6.385569, 3.124661, 17.000000, 18.000000
6.385569, 3.124661, 17.000000, 18.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.458485, 3.619398, 19.000000, 20.000000
6.922481, 3.204633, 17.000000, 19.000000
6.922481, 3.204633, 17.000000, 19.000000
6.922481, 3.204633, 17.000000, 19.000000
6.922481, 3.204633, 17.000000, 19.000000
6.922481, 3.204633, 17.000000, 19.000000
6.922481, 3.204633, 17.000000, 19.000000
7.126242, 3.538647, 17.000000, 19.000000
7.126242, 3.538647, 17.000000, 19.000000
7.126242, 3.538647, 17.000000, 19.000000
7.126242, 3.538647, 17.000000, 19.000000
7.126242, 3.538647, 17.000000, 19.000000
7.126242, 3.538647, 17.000000, 19.000000
7.126242, 3.538647, 17.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.461890, 3.599778, 18.000000, 19.000000
6.526780, 3.486237, 16.000000, 17.000000
6.526780, 3.486237, 16.000000, 17.000000
6.526780, 3.486237, 16.000000, 17.000000
5.858249, 3.195375, 16.000000, 19.000000
6.153289, 3.277308, 15.000000, 19.000000
5.538798, 2.808174, 13.000000, 20.000000
5.796044, 2.886461, 17.000000, 19.000000
5.796044, 2.886461, 17.000000, 19.000000
5.796044, 2.886461, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
5.502845, 2.599222, 17.000000, 19.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
6.120138, 2.628212, 16.000000, 18.000000
5.630545, 2.271277, 17.000000, 18.000000
5.630545, 2.271277, 17.000000, 18.000000
5.707184, 2.396797, 17.000000, 19.000000
5.707184, 2.396797, 17.000000, 19.000000
5.707184, 2.396797, 17.000000, 19.000000
5.707184, 2.396797, 17.000000, 19.000000
5.707184, 2.396797, 17.000000, 19.000000
5.707184, 2.396797, 17.000000, 19.000000
5.581059, 2.367517, 17.000000, 18.000000
5.581059, 2.367517, 17.000000, 18.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.105930, 2.579013, 18.000000, 19.000000
5.260398, 2.881819, 18.000000, 19.000000
5.260398, 2.881819, 18.000000, 19.000000
5.260398, 2.881819, 18.000000, 19.000000
5.204583, 2.958175, 17.000000, 18.000000
5.204583, 2.958175, 17.000000, 18.000000
5.204583, 2.958175, 17.000000, 18.000000
5.204583, 2.958175, 17.000000, 18.000000
5.204583, 2.958175, 17.000000, 18.000000
5.204583, 2.958175, 17.000000, 18.000000
5.462390, 2.677852, 16.000000, 17.000000
5.462390, 2.677852, 16.000000, 17.000000
5.411474, 2.878649, 15.000000, 17.000000
5.411474, 2.878649, 15.000000, 17.000000
5.411474, 2.878649, 15.000000, 17.000000
5.411474, 2.878649, 15.000000, 17.000000
5.411474, 2.878649, 15.000000, 17.000000
5.411474, 2.878649, 15.000000, 17.000000
5.244809, 2.564342, 16.000000, 19.000000
5.112002, 2.352539, 16.000000, 18.000000
5.112002, 2.352539, 16.000000, 18.000000
5.112002, 2.352539, 16.000000, 18.000000
5.112002, 2.352539, 16.000000, 18.000000
4.898505, 2.368819, 14.000000, 15.000000
4.944014, 2.729544, 11.000000, 14.000000
5.179537, 2.747635, 11.000000, 14.000000
5.179537, 2.747635, 11.000000, 14.000000
5.244912, 3.126497, 10.000000, 11.000000
5.244912, 3.126497, 10.000000, 11.000000
5.244912, 3.126497, 10.000000, 11.000000
5.229703, 3.538831, 13.000000, 14.000000
5.229703, 3.538831, 13.000000, 14.000000
5.229703, 3.538831, 13.000000, 14.000000
5.229703, 3.538831, 13.000000, 14.000000
5.229703, 3.538831, 13.000000, 14.000000
5.768095, 3.612128, 14.000000, 17.000000
5.768095, 3.612128, 14.000000, 17.000000
5.768095, 3.612128, 14.000000, 17.000000
5.768095, 3.612128, 14.000000, 17.000000
5.768095, 3.612128, 14.000000, 17.000000
5.768095, 3.612128, 14.000000, 17.000000
5.768095, 3.612128, 14.000000, 17.000000
6.143872, 3.677942, 14.000000, 17.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.916159, 3.373252, 15.000000, 16.000000
5.632808, 2.601940, 17.000000, 18.000000
5.632808, 2.601940, 17.000000, 18.000000
5.632808, 2.601940, 17.000000, 18.000000
5.632808, 2.601940, 17.000000, 18.000000
5.632808, 2.601940, 17.000000, 18.000000
5.519699, 3.144796, 17.000000, 18.000000
5.519699, 3.144796, 17.000000, 18.000000
5.541725, 3.181052, 18.000000, 20.000000
5.579164, 3.198980, 19.000000, 21.000000
5.579164, 3.198980, 19.000000, 21.000000
5.579164, 3.198980, 19.000000, 21.000000
5.497401, 2.907536, 18.000000, 19.000000
5.497401, 2.907536, 18.000000, 19.000000
5.368167, 2.277164, 20.000000, 21.000000
5.287837, 2.314772, 22.000000, 23.000000
4.866313, 2.859584, 22.000000, 26.000000
4.866313, 2.859584, 22.000000, 26.000000
4.766093, 2.890135, 24.000000, 27.000000
4.766093, 2.890135, 24.000000, 27.000000
4.643300, 3.271198, 25.000000, 28.000000
4.643300, 3.271198, 25.000000, 28.000000
4.610018, 3.195782, 29.000000, 30.000000
4.610018, 3.195782, 29.000000, 30.000000
4.610018, 3.195782, 29.000000, 30.000000
4.610018, 3.195782, 29.000000, 30.000000
4.610018, 3.195782, 29.000000, 30.000000
4.414692, 2.733432, 28.000000, 29.000000
4.414692, 2.733432, 28.000000, 29.000000
4.414692, 2.733432, 28.000000, 29.000000
3.969698, 2.747414, 30.000000, 32.000000
3.969698, 2.747414, 30.000000, 32.000000
3.969698, 2.747414, 30.000000, 32.000000
4.358237, 2.516828, 30.000000, 32.000000
4.358237, 2.516828, 30.000000, 32.000000
4.358237, 2.516828, 30.000000, 32.000000
4.358237, 2.516828, 30.000000, 32.000000
4.358237, 2.516828, 30.000000, 32.000000
4.358237, 2.516828, 30.000000, 32.000000
4.358237, 2.516828, 30.000000, 32.000000
4.501193, 2.088928, 29.000000, 30.000000
4.501193, 2.088928, 29.000000, 30.000000
4.501193, 2.088928, 29.000000, 30.000000
4.447460, 1.890173, 29.000000, 31.000000
4.263135, 1.947561, 29.000000, 30.000000
4.449811, 2.388241, 29.000000, 32.000000
4.449811, 2.388241, 29.000000, 32.000000
4.449811, 2.388241, 29.000000, 32.000000
4.449811, 2.388241, 29.000000, 32.000000
4.449811, 2.388241, 29.000000, 32.000000
4.449811, 2.388241, 29.000000, 32.000000
4.449811, 2.388241, 29.000000, 32.000000
4.135439, 1.923615, 29.000000, 30.000000
4.135439, 1.923615, 29.000000, 30.000000
4.135439, 1.923615, 29.000000, 30.000000
4.135439, 1.923615, 29.000000, 30.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.372327, 1.982467, 28.000000, 29.000000
4.770757, 2.033501, 28.000000, 29.000000
4.528054, 2.349284, 27.000000, 28.000000
4.528054, 2.349284, 27.000000, 28.000000
4.235544, 2.611251, 27.000000, 31.000000
3.842049, 2.718691, 29.000000, 31.000000
3.842049, 2.718691, 29.000000, 31.000000
3.842049, 2.718691, 29.000000, 31.000000
3.842049, 2.718691, 29.000000, 31.000000
3.842049, 2.718691, 29.000000, 31.000000
3.485855, 2.815819, 28.000000, 30.000000
3.241079, 3.101737, 29.000000, 30.000000
3.241079, 3.101737, 29.000000, 30.000000
3.344540, 3.783896, 29.000000, 30.000000
3.344540, 3.783896, 29.000000, 30.000000
3.240040, 3.836765, 26.000000, 27.000000
3.240040, 3.836765, 26.000000, 27.000000
3.240040, 3.836765, 26.000000, 27.000000
3.240040, 3.836765, 26.000000, 27.000000
3.367927, 3.302462, 25.000000, 27.000000
3.367927, 3.302462, 25.000000, 27.000000
3.367927, 3.302462, 25.000000, 27.000000
3.367927, 3.302462, 25.000000, 27.000000
3.367927, 3.302462, 25.000000, 27.000000
3.367927, 3.302462, 25.000000, 27.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.600330, 3.599598, 24.000000, 25.000000
3.756499, 3.557253, 22.000000, 24.000000
4.206256, 3.645046, 21.000000, 23.000000
4.334669, 3.409039, 21.000000, 22.000000
4.334669, 3.409039, 21.000000, 22.000000
4.334669, 3.409039, 21.000000, 22.000000
4.334669, 3.409039, 21.000000, 22.000000
4.623045, 3.103693, 19.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.717108, 2.637124, 20.000000, 21.000000
4.491853, 3.034105, 20.000000, 21.000000
4.491853, 3.034105, 20.000000, 21.000000
4.491853, 3.034105, 20.000000, 21.000000
4.491853, 3.034105, 20.000000, 21.000000
4.491853, 3.034105, 20.000000, 21.000000
4.155653, 2.997273, 18.000000, 21.000000
4.407639, 3.254125, 19.000000, 23.000000
4.407639, 3.254125, 19.000000, 23.000000
4.468012, 3.299416, 19.000000, 23.000000
4.468012, 3.299416, 19.000000, 23.000000
4.061167, 3.285741, 20.000000, 22.000000
3.845039, 3.401969, 20.000000, 22.000000
3.874960, 3.535686, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
3.249827, 2.965984, 22.000000, 24.000000
2.861877, 3.001619, 23.000000, 24.000000
2.846199, 2.778751, 23.000000, 24.000000
2.846199, 2.778751, 23.000000, 24.000000
2.846199, 2.778751, 23.000000, 24.000000
2.846199, 2.778751, 23.000000, 24.000000
2.846199, 2.778751, 23.000000, 24.000000
2.846199, 2.778751, 23.000000, 24.000000
2.846199, 2.778751, 23.000000, 24.000000
3.143222, 3.069664, 22.000000, 25.000000
3.078790, 2.951006, 22.000000, 25.000000
3.078790, 2.951006, 22.000000, 25.000000
3.078790, 2.951006, 22.000000, 25.000000
3.078790, 2.951006, 22.000000, 25.000000
3.078790, 2.951006, 22.000000, 25.000000
3.078790, 2.951006, 22.000000, 25.000000
3.078790, 2.951006, 22.000000, 25.000000
2.827157, 2.682447, 24.000000, 26.000000
2.827157, 2.682447, 24.000000, 26.000000
2.827157, 2.682447, 24.000000, 26.000000
2.827157, 2.682447, 24.000000, 26.000000
2.354243, 2.757324, 23.000000, 26.000000
2.354243, 2.757324, 23.000000, 26.000000
2.354243, 2.757324, 23.000000, 26.000000
2.354243, 2.757324, 23.000000, 26.000000
2.354243, 2.757324, 23.000000, 26.000000
2.354243, 2.757324, 23.000000, 26.000000
2.354243, 2.757324, 23.000000, 26.000000
2.004284, 2.619227, 24.000000, 25.000000
2.004284, 2.619227, 24.000000, 25.000000
2.004284, 2.619227, 24.000000, 25.000000
2.004284, 2.619227, 24.000000, 25.000000
2.004284, 2.619227, 24.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.303804, 2.598214, 23.000000, 25.000000
2.404125, 2.775658, 23.000000, 25.000000
2.491949, 2.598611, 22.000000, 24.000000
2.491949, 2.598611, 22.000000, 24.000000
2.491949, 2.598611, 22.000000, 24.000000
2.491949, 2.598611, 22.000000, 24.000000
2.491949, 2.598611, 22.000000, 24.000000
2.491949, 2.598611, 22.000000, 24.000000
2.776716, 2.686210, 22.000000, 23.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.357862, 2.509420, 23.000000, 24.000000
3.165731, 2.640598, 24.000000, 25.000000
3.165731, 2.640598, 24.000000, 25.000000
3.000130, 2.854295, 26.000000, 27.000000
3.000130, 2.854295, 26.000000, 27.000000
3.000130, 2.854295, 26.000000, 27.000000
3.000130, 2.854295, 26.000000, 27.000000
3.000130, 2.854295, 26.000000, 27.000000
3.000130, 2.854295, 26.000000, 27.000000
3.000130, 2.854295, 26.000000, 27.000000
3.000130, 2.854295, 26.000000, 27.000000
3.056216, 3.430985, 27.000000, 28.000000
3.056216, 3.430985, 27.000000, 28.000000
3.056216, 3.430985, 27.000000, 28.000000
3.352885, 3.055256, 25.000000, 26.000000
3.221384, 3.424579, 26.000000, 28.000000
3.221384, 3.424579, 26.000000, 28.000000
